script_path	referenced_path	reference_type	exists_now	current_location	severity
scripts/b-json-export-search/showtrials-doc.py	showtrials_master_catalog.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_master_catalog.tsv	critical
scripts/b-json-export-search/showtrials-export-texts.py	showtrials_document_index.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_document_index.tsv	critical
scripts/b-json-export-search/showtrials-export-texts.py	showtrials_master_catalog.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_master_catalog.tsv	critical
scripts/b-json-export-search/showtrials-search-v2.py	showtrials_document_types_v4.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_document_types_v4.tsv	critical
scripts/b-json-export-search/showtrials-search-v2.py	showtrials_literal_person_documents.tsv	artifact_reference	no	data/e-semantic-layer/showtrials_literal_person_documents.tsv	critical
scripts/b-json-export-search/showtrials-search-v2.py	showtrials_master_catalog.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_master_catalog.tsv	critical
scripts/b-json-export-search/showtrials-search-v2.py	showtrials_organization_documents.tsv	artifact_reference	no	data/e-semantic-layer/showtrials_organization_documents.tsv	critical
scripts/b-json-export-search/showtrials-search-v2.py	showtrials_organization_family_document_matrix.tsv	artifact_reference	no	data/e-semantic-layer/showtrials_organization_family_document_matrix.tsv	critical
scripts/b-json-export-search/showtrials-search-v2.py	showtrials_role_documents_v2.tsv	artifact_reference	no	data/e-semantic-layer/showtrials_role_documents_v2.tsv	critical
scripts/c-catalog-taxonomy/compare-showtrials-document-types-v1-v2.py	showtrials_document_type_v1_v2_changes.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_document_type_v1_v2_changes.tsv	critical
scripts/c-catalog-taxonomy/compare-showtrials-document-types-v1-v2.py	showtrials_document_type_v1_v2_compare_report.txt	artifact_reference	no	reports/c-catalog-taxonomy/showtrials_document_type_v1_v2_compare_report.txt	critical
scripts/c-catalog-taxonomy/compare-showtrials-document-types-v1-v2.py	showtrials_document_types.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_document_types.tsv	critical
scripts/c-catalog-taxonomy/compare-showtrials-document-types-v1-v2.py	showtrials_document_types_v2.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_document_types_v2.tsv	critical
scripts/c-catalog-taxonomy/compare-showtrials-document-types-v2-v3.py	showtrials_document_type_v2_v3_changes.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_document_type_v2_v3_changes.tsv	critical
scripts/c-catalog-taxonomy/compare-showtrials-document-types-v2-v3.py	showtrials_document_type_v2_v3_compare_report.txt	artifact_reference	no	reports/c-catalog-taxonomy/showtrials_document_type_v2_v3_compare_report.txt	critical
scripts/c-catalog-taxonomy/compare-showtrials-document-types-v2-v3.py	showtrials_document_types_v2.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_document_types_v2.tsv	critical
scripts/c-catalog-taxonomy/compare-showtrials-document-types-v2-v3.py	showtrials_document_types_v3.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_document_types_v3.tsv	critical
scripts/c-catalog-taxonomy/compare-showtrials-document-types-v3-v4.py	showtrials_document_type_v3_v4_changes.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_document_type_v3_v4_changes.tsv	critical
scripts/c-catalog-taxonomy/compare-showtrials-document-types-v3-v4.py	showtrials_document_type_v3_v4_compare_report.txt	artifact_reference	no	reports/c-catalog-taxonomy/showtrials_document_type_v3_v4_compare_report.txt	critical
scripts/c-catalog-taxonomy/compare-showtrials-document-types-v3-v4.py	showtrials_document_types_v3.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_document_types_v3.tsv	critical
scripts/c-catalog-taxonomy/compare-showtrials-document-types-v3-v4.py	showtrials_document_types_v4.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_document_types_v4.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-author-audit.py	showtrials_author_audit.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_author_audit.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-author-audit.py	showtrials_author_audit_report.txt	artifact_reference	no	reports/c-catalog-taxonomy/showtrials_author_audit_report.txt	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-author-audit.py	showtrials_master_catalog.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_master_catalog.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-author-audit.py	showtrials_users.json	artifact_reference	no	data/b-json-export-search/showtrials_users.json	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-category-tree.py	showtrials_category_tree.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_category_tree.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-category-tree.py	showtrials_category_tree_report.txt	artifact_reference	no	reports/c-catalog-taxonomy/showtrials_category_tree_report.txt	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-category-tree.py	showtrials_taxonomy_terms.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_taxonomy_terms.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-corpus-inventory.py	showtrials_collection_inventory.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_collection_inventory.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-corpus-inventory.py	showtrials_corpus_inventory_report.txt	artifact_reference	no	reports/c-catalog-taxonomy/showtrials_corpus_inventory_report.txt	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-corpus-inventory.py	showtrials_document_collections.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_document_collections.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-corpus-inventory.py	showtrials_largest_documents.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_largest_documents.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-corpus-inventory.py	showtrials_process_inventory.tsv	artifact_reference	no	data/e-semantic-layer/showtrials_process_inventory.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-corpus-inventory.py	showtrials_timeline.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_timeline.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-corpus-statistics.py	showtrials_corpus_largest_documents.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_corpus_largest_documents.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-corpus-statistics.py	showtrials_corpus_smallest_documents.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_corpus_smallest_documents.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-corpus-statistics.py	showtrials_corpus_statistics_by_collection.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_corpus_statistics_by_collection.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-corpus-statistics.py	showtrials_corpus_statistics_by_process.tsv	artifact_reference	no	data/e-semantic-layer/showtrials_corpus_statistics_by_process.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-corpus-statistics.py	showtrials_corpus_statistics_by_tag.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_corpus_statistics_by_tag.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-corpus-statistics.py	showtrials_corpus_statistics_overview.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_corpus_statistics_overview.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-corpus-statistics.py	showtrials_corpus_statistics_report.txt	artifact_reference	no	reports/c-catalog-taxonomy/showtrials_corpus_statistics_report.txt	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-corpus-statistics.py	showtrials_master_catalog.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_master_catalog.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-date-audit.py	showtrials_date_audit_report.txt	artifact_reference	no	reports/c-catalog-taxonomy/showtrials_date_audit_report.txt	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-date-audit.py	showtrials_date_outliers.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_date_outliers.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-date-audit.py	showtrials_dates_by_month.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_dates_by_month.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-date-audit.py	showtrials_dates_by_year.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_dates_by_year.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-date-audit.py	showtrials_master_catalog.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_master_catalog.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-document-collections.py	pages-json/pages-page-1.json	directory_reference	no		high
scripts/c-catalog-taxonomy/diagnose-showtrials-document-collections.py	posts-json	directory_reference	no		high
scripts/c-catalog-taxonomy/diagnose-showtrials-document-collections.py	showtrials_document_collections.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_document_collections.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-document-collections.py	showtrials_document_collections_report.txt	artifact_reference	no	reports/c-catalog-taxonomy/showtrials_document_collections_report.txt	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-document-collections.py	showtrials_page_links.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_page_links.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-document-index.py	posts-json	directory_reference	no		high
scripts/c-catalog-taxonomy/diagnose-showtrials-document-index.py	showtrials_document_index.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_document_index.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-document-index.py	showtrials_document_index_report.txt	artifact_reference	no	reports/c-catalog-taxonomy/showtrials_document_index_report.txt	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-document-types-v2.py	showtrials_document_type_summary_v2.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_document_type_summary_v2.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-document-types-v2.py	showtrials_document_type_unknown_prefixes_v2.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_document_type_unknown_prefixes_v2.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-document-types-v2.py	showtrials_document_types_v2.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_document_types_v2.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-document-types-v2.py	showtrials_document_types_v2_report.txt	artifact_reference	no	reports/c-catalog-taxonomy/showtrials_document_types_v2_report.txt	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-document-types-v2.py	showtrials_master_catalog.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_master_catalog.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-document-types-v3.py	showtrials_document_type_summary_v3.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_document_type_summary_v3.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-document-types-v3.py	showtrials_document_type_unknown_prefixes_v3.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_document_type_unknown_prefixes_v3.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-document-types-v3.py	showtrials_document_types_v3.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_document_types_v3.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-document-types-v3.py	showtrials_document_types_v3_report.txt	artifact_reference	no	reports/c-catalog-taxonomy/showtrials_document_types_v3_report.txt	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-document-types-v3.py	showtrials_master_catalog.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_master_catalog.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-document-types-v4.py	showtrials_document_type_summary_v4.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_document_type_summary_v4.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-document-types-v4.py	showtrials_document_type_unknown_prefixes_v4.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_document_type_unknown_prefixes_v4.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-document-types-v4.py	showtrials_document_types_v4.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_document_types_v4.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-document-types-v4.py	showtrials_document_types_v4_report.txt	artifact_reference	no	reports/c-catalog-taxonomy/showtrials_document_types_v4_report.txt	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-document-types-v4.py	showtrials_master_catalog.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_master_catalog.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-document-types.py	showtrials_document_type_summary.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_document_type_summary.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-document-types.py	showtrials_document_types.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_document_types.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-document-types.py	showtrials_document_types_report.txt	artifact_reference	no	reports/c-catalog-taxonomy/showtrials_document_types_report.txt	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-document-types.py	showtrials_master_catalog.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_master_catalog.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-master-catalog.py	posts-json	directory_reference	no		high
scripts/c-catalog-taxonomy/diagnose-showtrials-master-catalog.py	showtrials_document_collections.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_document_collections.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-master-catalog.py	showtrials_master_catalog.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_master_catalog.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-master-catalog.py	showtrials_master_catalog_report.txt	artifact_reference	no	reports/c-catalog-taxonomy/showtrials_master_catalog_report.txt	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-master-catalog.py	showtrials_taxonomy_terms.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_taxonomy_terms.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-page-hierarchy.py	pages-json/pages-page-1.json	directory_reference	no		high
scripts/c-catalog-taxonomy/diagnose-showtrials-page-hierarchy.py	showtrials_page_hierarchy.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_page_hierarchy.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-page-hierarchy.py	showtrials_page_hierarchy_report.txt	artifact_reference	no	reports/c-catalog-taxonomy/showtrials_page_hierarchy_report.txt	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-page-links.py	pages-json/pages-page-1.json	directory_reference	no		high
scripts/c-catalog-taxonomy/diagnose-showtrials-page-links.py	showtrials.ru	directory_reference	no		high
scripts/c-catalog-taxonomy/diagnose-showtrials-page-links.py	showtrials_page_links.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_page_links.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-page-links.py	showtrials_page_links_report.txt	artifact_reference	no	reports/c-catalog-taxonomy/showtrials_page_links_report.txt	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-post-metadata.py	posts-json	directory_reference	no		high
scripts/c-catalog-taxonomy/diagnose-showtrials-post-metadata.py	showtrials_post_metadata_fields.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_post_metadata_fields.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-post-metadata.py	showtrials_post_metadata_report.txt	artifact_reference	no	reports/c-catalog-taxonomy/showtrials_post_metadata_report.txt	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-post-metadata.py	showtrials_post_metadata_sample.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_post_metadata_sample.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-post-metadata.py	showtrials_post_metadata_terms.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_post_metadata_terms.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-taxonomy-terms.py	showtrials_categories.json	artifact_reference	no	data/c-catalog-taxonomy/showtrials_categories.json	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-taxonomy-terms.py	showtrials_tags.json	artifact_reference	no	data/c-catalog-taxonomy/showtrials_tags.json	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-taxonomy-terms.py	showtrials_taxonomy_terms.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_taxonomy_terms.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-taxonomy-terms.py	showtrials_taxonomy_terms_report.txt	artifact_reference	no	reports/c-catalog-taxonomy/showtrials_taxonomy_terms_report.txt	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-taxonomy.py	showtrials_master_catalog.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_master_catalog.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-taxonomy.py	showtrials_taxonomy_document_matrix.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_taxonomy_document_matrix.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-taxonomy.py	showtrials_taxonomy_report.txt	artifact_reference	no	reports/c-catalog-taxonomy/showtrials_taxonomy_report.txt	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-taxonomy.py	showtrials_taxonomy_terms.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_taxonomy_terms.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-text-cleanliness.py	export-txt	directory_reference	no		high
scripts/c-catalog-taxonomy/diagnose-showtrials-text-cleanliness.py	showtrials_text_cleanliness.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_text_cleanliness.tsv	critical
scripts/c-catalog-taxonomy/diagnose-showtrials-text-cleanliness.py	showtrials_text_cleanliness_report.txt	artifact_reference	no	reports/c-catalog-taxonomy/showtrials_text_cleanliness_report.txt	critical
scripts/c-catalog-taxonomy/showtrials-timeline.py	showtrials_master_catalog.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_master_catalog.tsv	critical
scripts/c-catalog-taxonomy/validate-showtrials-document-types-v2.py	showtrials_document_types_v2.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_document_types_v2.tsv	critical
scripts/c-catalog-taxonomy/validate-showtrials-document-types-v2.py	showtrials_document_types_v2_validation.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_document_types_v2_validation.tsv	critical
scripts/c-catalog-taxonomy/validate-showtrials-document-types-v2.py	showtrials_document_types_v2_validation_report.txt	artifact_reference	no	reports/c-catalog-taxonomy/showtrials_document_types_v2_validation_report.txt	critical
scripts/c-catalog-taxonomy/validate-showtrials-document-types-v2.py	showtrials_master_catalog.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_master_catalog.tsv	critical
scripts/c-catalog-taxonomy/validate-showtrials-document-types-v3.py	showtrials_document_types_v3.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_document_types_v3.tsv	critical
scripts/c-catalog-taxonomy/validate-showtrials-document-types-v3.py	showtrials_document_types_v3_validation.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_document_types_v3_validation.tsv	critical
scripts/c-catalog-taxonomy/validate-showtrials-document-types-v3.py	showtrials_document_types_v3_validation_report.txt	artifact_reference	no	reports/c-catalog-taxonomy/showtrials_document_types_v3_validation_report.txt	critical
scripts/c-catalog-taxonomy/validate-showtrials-document-types-v3.py	showtrials_master_catalog.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_master_catalog.tsv	critical
scripts/c-catalog-taxonomy/validate-showtrials-document-types-v4.py	showtrials_document_types_v4.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_document_types_v4.tsv	critical
scripts/c-catalog-taxonomy/validate-showtrials-document-types-v4.py	showtrials_document_types_v4_validation.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_document_types_v4_validation.tsv	critical
scripts/c-catalog-taxonomy/validate-showtrials-document-types-v4.py	showtrials_document_types_v4_validation_report.txt	artifact_reference	no	reports/c-catalog-taxonomy/showtrials_document_types_v4_validation_report.txt	critical
scripts/c-catalog-taxonomy/validate-showtrials-document-types-v4.py	showtrials_master_catalog.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_master_catalog.tsv	critical
scripts/c-catalog-taxonomy/validate-showtrials-search-v2.py	showtrials-search-v2.py	artifact_reference	no	scripts/b-json-export-search/showtrials-search-v2.py	critical
scripts/c-catalog-taxonomy/validate-showtrials-search-v2.py	showtrials_search_v2_validation.tsv	artifact_reference	no	data/b-json-export-search/showtrials_search_v2_validation.tsv	critical
scripts/c-catalog-taxonomy/validate-showtrials-search-v2.py	showtrials_search_v2_validation_report.txt	artifact_reference	no	reports/b-json-export-search/showtrials_search_v2_validation_report.txt	critical
scripts/d-structural-chunking/audit-showtrials-structural-samples-d2-1.py	showtrials_corpus_sizing_by_document_d1.tsv	artifact_reference	no	data/t-translation-planning/showtrials_corpus_sizing_by_document_d1.tsv	critical
scripts/d-structural-chunking/audit-showtrials-structural-samples-d2-1.py	showtrials_document_types_v4.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_document_types_v4.tsv	critical
scripts/d-structural-chunking/audit-showtrials-structural-samples-d2-1.py	showtrials_master_catalog.tsv	artifact_reference	no	data/c-catalog-taxonomy/showtrials_master_catalog.tsv	critical
scripts/d-structural-chunking/audit-showtrials-structural-samples-d2-1.py	showtrials_structural_samples_d2_1_index.tsv	artifact_reference	no	data/d-structural-chunking/showtrials_structural_samples_d2_1_index.tsv	critical
scripts/d-structural-chunking/audit-showtrials-structural-samples-d2-1.py	showtrials_structural_samples_d2_1_report.txt	artifact_reference	no	reports/d-structural-chunking/showtrials_structural_samples_d2_1_report.txt	critical
scripts/d-structural-chunking/audit-showtrials-structural-samples-d2-1.py	structural_samples_d2_1	directory_reference	no		high
scripts/d-structural-chunking/diagnose-showtrials-attachment-taxonomy-d3-1a.py	showtrials_attachment_taxonomy_crosswalk_d3_1a.tsv	artifact_reference	no	data/d-structural-chunking/showtrials_attachment_taxonomy_crosswalk_d3_1a.tsv	critical
scripts/d-structural-chunking/diagnose-showtrials-attachment-taxonomy-d3-1a.py	showtrials_attachment_taxonomy_d3_1a.tsv	artifact_reference	no	data/d-structural-chunking/showtrials_attachment_taxonomy_d3_1a.tsv	critical
scripts/d-structural-chunking/diagnose-showtrials-attachment-taxonomy-d3-1a.py	showtrials_attachment_taxonomy_d3_1a_report.txt	artifact_reference	no	reports/d-structural-chunking/showtrials_attachment_taxonomy_d3_1a_report.txt	critical
scripts/d-structural-chunking/diagnose-showtrials-attachment-taxonomy-d3-1a.py	showtrials_special_report_attachment_matrix.tsv	artifact_reference	no	data/d-structural-chunking/showtrials_special_report_attachment_matrix.tsv	critical
scripts/d-structural-chunking/diagnose-showtrials-attachment-taxonomy-d3-1a.py	showtrials_special_report_packages_d3_1.tsv	artifact_reference	no	data/d-structural-chunking/showtrials_special_report_packages_d3_1.tsv	critical
scripts/d-structural-chunking/diagnose-showtrials-attachment-taxonomy-refinement-d3-1b.py	showtrials_attachment_taxonomy_d3_1a.tsv	artifact_reference	no	data/d-structural-chunking/showtrials_attachment_taxonomy_d3_1a.tsv	critical
scripts/d-structural-chunking/diagnose-showtrials-attachment-taxonomy-refinement-d3-1b.py	showtrials_attachment_taxonomy_d3_1b.tsv	artifact_reference	no	data/d-structural-chunking/showtrials_attachment_taxonomy_d3_1b.tsv	critical
scripts/d-structural-chunking/diagnose-showtrials-attachment-taxonomy-refinement-d3-1b.py	showtrials_attachment_taxonomy_refinement_d3_1b.tsv	artifact_reference	no	data/d-structural-chunking/showtrials_attachment_taxonomy_refinement_d3_1b.tsv	critical
scripts/d-structural-chunking/diagnose-showtrials-attachment-taxonomy-refinement-d3-1b.py	showtrials_attachment_taxonomy_refinement_d3_1b_report.txt	artifact_reference	no	reports/d-structural-chunking/showtrials_attachment_taxonomy_refinement_d3_1b_report.txt	critical
scripts/d-structural-chunking/diagnose-showtrials-attachment-taxonomy-refinement-d3-1b.py	showtrials_special_report_attachment_matrix.tsv	artifact_reference	no	data/d-structural-chunking/showtrials_special_report_attachment_matrix.tsv	critical
scripts/d-structural-chunking/diagnose-showtrials-attachment-taxonomy-refinement-d3-1b.py	showtrials_special_report_packages_d3_1.tsv	artifact_reference	no	data/d-structural-chunking/showtrials_special_report_packages_d3_1.tsv	critical
scripts/d-structural-chunking/diagnose-showtrials-corpus-sizing-chunking-d1.py	showtrials_chunking_policy_recommendations_d1.tsv	artifact_reference	no	data/d-structural-chunking/showtrials_chunking_policy_recommendations_d1.tsv	critical
scripts/d-structural-chunking/diagnose-showtrials-corpus-sizing-chunking-d1.py	showtrials_corpus_sizing_by_document_d1.tsv	artifact_reference	no	data/t-translation-planning/showtrials_corpus_sizing_by_document_d1.tsv	critical
scripts/d-structural-chunking/diagnose-showtrials-corpus-sizing-chunking-d1.py	showtrials_corpus_sizing_by_document_type_d1.tsv	artifact_reference	no	data/t-translation-planning/showtrials_corpus_sizing_by_document_type_d1.tsv	critical
