document_type	sample_no	document_post_id	content_chars	primary_process	document_title	sample_path	review_priority	expected_structure	review_questions	suggested_chunk_unit	notes
session_transcript	5	2644	298447	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	ЗАСЕДАНИЕ 15 ЯНВАРЯ 1935 г.	/srv/projects/showtrials-discovery/structural_samples_d2_1/session_transcript/05_2644_15_1935_..txt	high	session header + speaker turns + procedural notes	Where does the true body begin? | Are speaker turns explicit? | Can chunks preserve section boundaries?	speaker_turn_or_procedural_block	sample_file_chars=6436; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
session_transcript	6	2618	262901	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	ЗАСЕДАНИЕ 28 ДЕКАБРЯ 1934 Г.	/srv/projects/showtrials-discovery/structural_samples_d2_1/session_transcript/06_2618_28_1934_..txt	high	session header + speaker turns + procedural notes	Where does the true body begin? | Are speaker turns explicit? | Can chunks preserve section boundaries?	speaker_turn_or_procedural_block	sample_file_chars=6479; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
session_transcript	7	2645	217431	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	ЗАСЕДАНИЕ 16 ЯНВАРЯ 1935 г.	/srv/projects/showtrials-discovery/structural_samples_d2_1/session_transcript/07_2645_16_1935_..txt	high	session header + speaker turns + procedural notes	Where does the true body begin? | Are speaker turns explicit? | Can chunks preserve section boundaries?	speaker_turn_or_procedural_block	sample_file_chars=6436; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
session_transcript	8	2539	203751	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	28 ЯНВАРЯ – ДНЕВНОЕ И ВЕЧЕРНЕЕ ЗАСЕДАНИЯ	/srv/projects/showtrials-discovery/structural_samples_d2_1/session_transcript/08_2539_28.txt	high	session header + speaker turns + procedural notes	Where does the true body begin? | Are speaker turns explicit? | Can chunks preserve section boundaries?	speaker_turn_or_procedural_block	sample_file_chars=6463; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
letter	1	4801	264	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Письмо жены А.С. Куклина А.Н. Поскребышеву	/srv/projects/showtrials-discovery/structural_samples_d2_1/letter/01_4801_._._._..txt	medium	addressee/salutation + body + signature + attachments if present	Where does the true body begin? | Are attachments embedded? | Can chunks preserve section boundaries?	paragraph_or_letter_section	sample_file_chars=852; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
letter	2	3400	1397	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Письмо Г.Я. Сокольникова И.В. Сталину с объяснениями по поводу показаний И.К. Наумова	/srv/projects/showtrials-discovery/structural_samples_d2_1/letter/02_3400_._._._._._..txt	medium	addressee/salutation + body + signature + attachments if present	Where does the true body begin? | Are attachments embedded? | Can chunks preserve section boundaries?	paragraph_or_letter_section	sample_file_chars=2164; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
letter	3	9143	2896	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Л.Л. Седов – В.П. Ольбергу	/srv/projects/showtrials-discovery/structural_samples_d2_1/letter/03_9143_._._._..txt	medium	addressee/salutation + body + signature + attachments if present	Where does the true body begin? | Are attachments embedded? | Can chunks preserve section boundaries?	paragraph_or_letter_section	sample_file_chars=3398; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
letter	4	10828	6721	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Письмо В.П. Ольберга в правление немецкой объединенной левой оппозиции	/srv/projects/showtrials-discovery/structural_samples_d2_1/letter/04_10828_._..txt	medium	addressee/salutation + body + signature + attachments if present	Where does the true body begin? | Are attachments embedded? | Can chunks preserve section boundaries?	paragraph_or_letter_section	sample_file_chars=6500; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
letter	5	5779	58553	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Письмо А.Л. Леонтьева секретарю ЦК ВКП(б) и Председателю КПК при ЦК ВКП(б) Н.И. Ежову с приложением справки СПО ГУГБ НКВД СССР	/srv/projects/showtrials-discovery/structural_samples_d2_1/letter/05_5779_._._._..txt	medium	addressee/salutation + body + signature + attachments if present	Where does the true body begin? | Are attachments embedded? | Can chunks preserve section boundaries?	paragraph_or_letter_section	sample_file_chars=6621; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
letter	6	5723	51694	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Закрытое письмо ЦК ВКП(б) от 29 июля 1936 г.	/srv/projects/showtrials-discovery/structural_samples_d2_1/letter/06_5723_29_1936_..txt	medium	addressee/salutation + body + signature + attachments if present	Where does the true body begin? | Are attachments embedded? | Can chunks preserve section boundaries?	paragraph_or_letter_section	sample_file_chars=6450; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
letter	7	10713	46577	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Der Fall Valentin Olberg – неопубликованное открытое письмо К. Ландау П.К. Ольбергу о деле его сына	/srv/projects/showtrials-discovery/structural_samples_d2_1/letter/07_10713_Der_Fall_Valentin_Olberg_._._..txt	medium	addressee/salutation + body + signature + attachments if present	Where does the true body begin? | Are attachments embedded? | Can chunks preserve section boundaries?	paragraph_or_letter_section	sample_file_chars=6556; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
letter	8	5766	35804	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Закрытое письмо МК и МГК ВКП(б) о вскрытых фактах террористической деятельности контрреволюционного троцкистско-зиновьевского блока в. г. Москве и Московской области	/srv/projects/showtrials-discovery/structural_samples_d2_1/letter/08_5766_-_._..txt	medium	addressee/salutation + body + signature + attachments if present	Where does the true body begin? | Are attachments embedded? | Can chunks preserve section boundaries?	paragraph_or_letter_section	sample_file_chars=6702; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
statement	1	5686	836	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Заявление Д.А. Шмидта И.В. Сталину	/srv/projects/showtrials-discovery/structural_samples_d2_1/statement/01_5686_._._._..txt	medium	header/addressee + narrative or numbered statement + signature	Where does the true body begin? | Are attachments embedded? | Can chunks preserve section boundaries?	paragraph_or_numbered_section	sample_file_chars=1438; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
statement	2	4547	2539	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Заявление Я.Р. Ельковича Я.С. Агранову и Административной комиссии НКВД	/srv/projects/showtrials-discovery/structural_samples_d2_1/statement/02_4547_._._._..txt	medium	header/addressee + narrative or numbered statement + signature	Where does the true body begin? | Are attachments embedded? | Can chunks preserve section boundaries?	paragraph_or_numbered_section	sample_file_chars=3261; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
statement	3	8253	5224	ПРОЦЕСС 2-12 МАРТА 1938 г.	Заявление Е.В. Цетлина в ЦК ВКП(б) И.В. Сталину	/srv/projects/showtrials-discovery/structural_samples_d2_1/statement/03_8253_._._._..txt	medium	header/addressee + narrative or numbered statement + signature	Where does the true body begin? | Are attachments embedded? | Can chunks preserve section boundaries?	paragraph_or_numbered_section	sample_file_chars=5731; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
statement	4	11077	10417	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	Заявление Е.А. Преображенского, К.Б. Радека и И.Т. Смилги о разрыве с оппозицией	/srv/projects/showtrials-discovery/structural_samples_d2_1/statement/04_11077_._._._._._..txt	medium	header/addressee + narrative or numbered statement + signature	Where does the true body begin? | Are attachments embedded? | Can chunks preserve section boundaries?	paragraph_or_numbered_section	sample_file_chars=6534; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
statement	5	5855	195887	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Заявление П.Ф. Сапожникова о деятельности организации правых	/srv/projects/showtrials-discovery/structural_samples_d2_1/statement/05_5855_._..txt	medium	header/addressee + narrative or numbered statement + signature	Where does the true body begin? | Are attachments embedded? | Can chunks preserve section boundaries?	paragraph_or_numbered_section	sample_file_chars=6500; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
statement	6	8690	152954	ПРОЦЕСС 2-12 МАРТА 1938 г.	Заявление Н.И. Бухарина членам Пленума ЦК ВКП(б)	/srv/projects/showtrials-discovery/structural_samples_d2_1/statement/06_8690_._..txt	medium	header/addressee + narrative or numbered statement + signature	Where does the true body begin? | Are attachments embedded? | Can chunks preserve section boundaries?	paragraph_or_numbered_section	sample_file_chars=6460; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
statement	7	5917	50157	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Заявление Ю.Л. Пятакова Народному комиссару внутренних дел СССР Н.И. Ежову	/srv/projects/showtrials-discovery/structural_samples_d2_1/statement/07_5917_._._._..txt	medium	header/addressee + narrative or numbered statement + signature	Where does the true body begin? | Are attachments embedded? | Can chunks preserve section boundaries?	paragraph_or_numbered_section	sample_file_chars=6527; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
statement	8	7665	41282	ПРОЦЕСС 2-12 МАРТА 1938 г.	Заявление В.В. Шмидта И.В. Сталину и Н.И. Ежову	/srv/projects/showtrials-discovery/structural_samples_d2_1/statement/08_7665_._._._._._..txt	medium	header/addressee + narrative or numbered statement + signature	Where does the true body begin? | Are attachments embedded? | Can chunks preserve section boundaries?	paragraph_or_numbered_section	sample_file_chars=6469; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
conversation_recording	1	8440	1766	ПРОЦЕСС 2-12 МАРТА 1938 г.	Запись разговоров по объекту “В-87”	/srv/projects/showtrials-discovery/structural_samples_d2_1/conversation_recording/01_8440_-87.txt	high	recording header + speaker turns + pauses/notes + signature	Where does the true body begin? | Are speaker turns explicit? | Can chunks preserve section boundaries?	speaker_turn_or_conversation_note	sample_file_chars=2304; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
conversation_recording	2	8355	5405	ПРОЦЕСС 2-12 МАРТА 1938 г.	Запись разговоров по объекту “В-87”	/srv/projects/showtrials-discovery/structural_samples_d2_1/conversation_recording/02_8355_-87.txt	high	recording header + speaker turns + pauses/notes + signature	Where does the true body begin? | Are speaker turns explicit? | Can chunks preserve section boundaries?	speaker_turn_or_conversation_note	sample_file_chars=5941; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
conversation_recording	3	8442	7694	ПРОЦЕСС 2-12 МАРТА 1938 г.	Запись разговоров по объекту “В-87”	/srv/projects/showtrials-discovery/structural_samples_d2_1/conversation_recording/03_8442_-87.txt	high	recording header + speaker turns + pauses/notes + signature	Where does the true body begin? | Are speaker turns explicit? | Can chunks preserve section boundaries?	speaker_turn_or_conversation_note	sample_file_chars=6444; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
conversation_recording	4	8420	13626	ПРОЦЕСС 2-12 МАРТА 1938 г.	Запись разговоров по объекту “В-87”	/srv/projects/showtrials-discovery/structural_samples_d2_1/conversation_recording/04_8420_-87.txt	high	recording header + speaker turns + pauses/notes + signature	Where does the true body begin? | Are speaker turns explicit? | Can chunks preserve section boundaries?	speaker_turn_or_conversation_note	sample_file_chars=6445; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
conversation_recording	5	8430	48430	ПРОЦЕСС 2-12 МАРТА 1938 г.	Запись разговоров по объекту “В-87”	/srv/projects/showtrials-discovery/structural_samples_d2_1/conversation_recording/05_8430_-87.txt	high	recording header + speaker turns + pauses/notes + signature	Where does the true body begin? | Are speaker turns explicit? | Can chunks preserve section boundaries?	speaker_turn_or_conversation_note	sample_file_chars=6444; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
conversation_recording	6	8422	31525	ПРОЦЕСС 2-12 МАРТА 1938 г.	Запись разговоров по объекту “В-87”	/srv/projects/showtrials-discovery/structural_samples_d2_1/conversation_recording/06_8422_-87.txt	high	recording header + speaker turns + pauses/notes + signature	Where does the true body begin? | Are speaker turns explicit? | Can chunks preserve section boundaries?	speaker_turn_or_conversation_note	sample_file_chars=6445; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
conversation_recording	7	8424	20069	ПРОЦЕСС 2-12 МАРТА 1938 г.	Запись разговоров по объекту “В-87”	/srv/projects/showtrials-discovery/structural_samples_d2_1/conversation_recording/07_8424_-87.txt	high	recording header + speaker turns + pauses/notes + signature	Where does the true body begin? | Are speaker turns explicit? | Can chunks preserve section boundaries?	speaker_turn_or_conversation_note	sample_file_chars=6445; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
conversation_recording	8	8407	19560	ПРОЦЕСС 2-12 МАРТА 1938 г.	Запись разговоров по объекту “В-87”	/srv/projects/showtrials-discovery/structural_samples_d2_1/conversation_recording/08_8407_-87.txt	high	recording header + speaker turns + pauses/notes + signature	Where does the true body begin? | Are speaker turns explicit? | Can chunks preserve section boundaries?	speaker_turn_or_conversation_note	sample_file_chars=6445; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
testimony	1	4093	493	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Показания А.И. Анишева	/srv/projects/showtrials-discovery/structural_samples_d2_1/testimony/01_4093_._..txt	medium	header + narrative testimony or Q/A remnants + signature	Where does the true body begin? | Are Q/A blocks explicit or only lexical mentions? | Can chunks preserve section boundaries?	narrative_paragraph_or_qa_block	sample_file_chars=1021; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
testimony	2	1632	1942	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	Дополнение к протоколу допроса А.В. Румянцева	/srv/projects/showtrials-discovery/structural_samples_d2_1/testimony/02_1632_._..txt	medium	header + narrative testimony or Q/A remnants + signature	Where does the true body begin? | Are Q/A blocks explicit or only lexical mentions? | Can chunks preserve section boundaries?	narrative_paragraph_or_qa_block	sample_file_chars=2531; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
testimony	3	6918	4600	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	Показания обвиняемого С.А. Чихладзе	/srv/projects/showtrials-discovery/structural_samples_d2_1/testimony/03_6918_._..txt	medium	header + narrative testimony or Q/A remnants + signature	Where does the true body begin? | Are Q/A blocks explicit or only lexical mentions? | Can chunks preserve section boundaries?	narrative_paragraph_or_qa_block	sample_file_chars=5191; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
testimony	4	8740	9034	ПРОЦЕСС 2-12 МАРТА 1938 г.	Дополнительные показания Н.И. Бухарина	/srv/projects/showtrials-discovery/structural_samples_d2_1/testimony/04_8740_._..txt	medium	header + narrative testimony or Q/A remnants + signature	Where does the true body begin? | Are Q/A blocks explicit or only lexical mentions? | Can chunks preserve section boundaries?	narrative_paragraph_or_qa_block	sample_file_chars=6436; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
testimony	5	8725	54103	ПРОЦЕСС 2-12 МАРТА 1938 г.	Показания Н.И. Бухарина	/srv/projects/showtrials-discovery/structural_samples_d2_1/testimony/05_8725_._..txt	medium	header + narrative testimony or Q/A remnants + signature	Where does the true body begin? | Are Q/A blocks explicit or only lexical mentions? | Can chunks preserve section boundaries?	narrative_paragraph_or_qa_block	sample_file_chars=6409; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
testimony	6	8747	32959	ПРОЦЕСС 2-12 МАРТА 1938 г.	Показания Н.И. Бухарина	/srv/projects/showtrials-discovery/structural_samples_d2_1/testimony/06_8747_._..txt	medium	header + narrative testimony or Q/A remnants + signature	Where does the true body begin? | Are Q/A blocks explicit or only lexical mentions? | Can chunks preserve section boundaries?	narrative_paragraph_or_qa_block	sample_file_chars=6410; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
testimony	7	8783	19123	ПРОЦЕСС 2-12 МАРТА 1938 г.	Показания Н.И. Бухарина	/srv/projects/showtrials-discovery/structural_samples_d2_1/testimony/07_8783_._..txt	medium	header + narrative testimony or Q/A remnants + signature	Where does the true body begin? | Are Q/A blocks explicit or only lexical mentions? | Can chunks preserve section boundaries?	narrative_paragraph_or_qa_block	sample_file_chars=6411; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
testimony	8	4383	12418	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Показания А.И. Александрова	/srv/projects/showtrials-discovery/structural_samples_d2_1/testimony/08_4383_._..txt	medium	header + narrative testimony or Q/A remnants + signature	Where does the true body begin? | Are Q/A blocks explicit or only lexical mentions? | Can chunks preserve section boundaries?	narrative_paragraph_or_qa_block	sample_file_chars=6431; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
confrontation_protocol	1	8486	1166	ПРОЦЕСС 2-12 МАРТА 1938 г.	Протокол очной ставки между Н.А. Углановым и Д.Ф. Бузиным	/srv/projects/showtrials-discovery/structural_samples_d2_1/confrontation_protocol/01_8486_._._._..txt	medium	header + alternating confrontation exchanges + signature	Where does the true body begin? | Are speaker turns explicit? | Can chunks preserve section boundaries?	speaker_or_exchange_turn	sample_file_chars=1808; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
confrontation_protocol	2	4000	1776	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	Протокол очной ставки между Г.Ф. Федоровым и А.С. Куклиным	/srv/projects/showtrials-discovery/structural_samples_d2_1/confrontation_protocol/02_4000_._._._..txt	medium	header + alternating confrontation exchanges + signature	Where does the true body begin? | Are speaker turns explicit? | Can chunks preserve section boundaries?	speaker_or_exchange_turn	sample_file_chars=2457; index_char_count_differs_from_file; human review aid only; do not infer structure from lexical matches alone
